Train Set,Train R,Train NR,Test Set,Test R,Test NR,Meth. & Params,Features,TP,FP,TN,FN,Acc.,Prec.,Rec.,F1
25919,104,25815,47358,99,47259,"DT, s=3","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
25919,104,25815,47358,99,47259,"DT, s=10","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
26596,105,26491,47358,99,47259,"DT, s=3","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
26596,105,26491,47358,99,47259,"DT, s=10","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
27082,106,26976,47358,99,47259,"DT, s=3","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
27082,106,26976,47358,99,47259,"DT, s=10","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
27708,108,27600,47358,99,47259,"DT, s=3","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
27708,108,27600,47358,99,47259,"DT, s=10","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
28054,109,27945,47358,99,47259,"DT, s=3","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
28054,109,27945,47358,99,47259,"DT, s=10","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
29316,110,29206,47358,99,47259,"DT, s=3","a, n, sinI",95,15,47244,4,1.0,0.864,0.96,0.909
29316,110,29206,47358,99,47259,"DT, s=10","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
29362,111,29251,47358,99,47259,"DT, s=3","a, n, sinI",95,15,47244,4,1.0,0.864,0.96,0.909
29362,111,29251,47358,99,47259,"DT, s=10","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
29428,112,29316,47358,99,47259,"DT, s=3","a, n, sinI",95,15,47244,4,1.0,0.864,0.96,0.909
29428,112,29316,47358,99,47259,"DT, s=10","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
30002,113,29889,47358,99,47259,"DT, s=3","a, n, sinI",95,15,47244,4,1.0,0.864,0.96,0.909
30002,113,29889,47358,99,47259,"DT, s=10","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
30364,115,30249,47358,99,47259,"DT, s=3","a, n, sinI",95,15,47244,4,1.0,0.864,0.96,0.909
30364,115,30249,47358,99,47259,"DT, s=10","a, n, sinI",96,15,47244,3,1.0,0.865,0.97,0.914
