Train Set,Train R,Train NR,Test Set,Test R,Test NR,Meth. & Params,Features,TP,FP,TN,FN,Acc.,Prec.,Rec.,F1
21695,65,21630,47358,91,47267,GB1,"a, sinI",84,13,47254,7,1.0,0.866,0.923,0.894
21695,65,21630,47358,91,47267,GB2,"a, e",80,17,47250,11,0.999,0.825,0.879,0.851
21695,65,21630,47358,91,47267,GB2,"a, sinI",85,12,47255,6,1.0,0.876,0.934,0.904
21723,66,21657,47358,91,47267,GB1,"a, e",81,16,47251,10,0.999,0.835,0.89,0.862
21723,66,21657,47358,91,47267,GB1,"a, sinI",80,13,47254,11,0.999,0.86,0.879,0.87
21723,66,21657,47358,91,47267,GB2,"a, e",80,16,47251,11,0.999,0.833,0.879,0.856
21723,66,21657,47358,91,47267,GB2,"a, sinI",79,13,47254,12,0.999,0.859,0.868,0.863
22747,67,22680,47358,91,47267,GB1,"a, e",83,16,47251,8,0.999,0.838,0.912,0.874
22747,67,22680,47358,91,47267,GB1,"a, sinI",85,13,47254,6,1.0,0.867,0.934,0.899
22747,67,22680,47358,91,47267,GB2,"a, e",81,17,47250,10,0.999,0.827,0.89,0.857
